# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090802_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090801/00fa504f0bd45969fd29d4c740c801c027698415.NothingFound C001-0805 20090801/1b405399dd51b36bb86a7ee184d4e8c7fc0a018e.FlyStudio 0.648464
20090802/0c1ec5323f9657a10a6b13363116bed568f15a24.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/0c315948b055f4ab7d91ec27fa0036ebadbfb7f6.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.20835
20090802/0c353eea95066264f8f9436943455215f26e9b3b.Mailbot C002-0104 20090802/999e07b32ccdf7375a3a7eb3de5af6f0c04f6d85.Zbot 0.531041
20090802/0c570b67e90133a51b86c34826979363e87f0f3f.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/0c5b51bd866fa1b2c892c89d3c86a0aca721aa87.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.200917
20090802/0c63d8b1bf54810c9b53c45cb893b5c791082c57.NothingFound C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.473164
20090802/0c80f5d0b972bd7dd5348ea3dfb8eaa5c31bacc7.Tdss C002-1118 20090802/0c80f5d0b972bd7dd5348ea3dfb8eaa5c31bacc7.Tdss 0
20090802/0c8b328853c74f4936b500b4161c7b128a0bc3c5.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.41679
20090802/0c9a6df4871b80484316fdffe43dbf4f0499c964.Zbot rejected 20090802/0c9a6df4871b80484316fdffe43dbf4f0499c964.Zbot 0.000202135
20090802/0ca2a1297a11832752ecb38b83363401d92dece9.Agent rejected 20090802/0ca2a1297a11832752ecb38b83363401d92dece9.Agent 0.00043807
20090802/0cc9136d80010c8e043d08a77533ca5248e656b3.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.503974
20090802/0cc9344159447df99fefffce25afb059f6a53f64.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.103552
20090802/0cd1f669e3eba1430bb1753b2f7043c9885ae9c3.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.09989
20090802/0cd8275fbe4544c6895ab6914ff1300367c50fb1.Delf rejected 20090802/0cd8275fbe4544c6895ab6914ff1300367c50fb1.Delf 0.000353144
20090802/0ce92e492d0daac32201047adc11e59dde6424a6.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.402731
20090802/0cfb5f7112cf5433c7cfd492098539985438ac21.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.373061
20090802/0d205ccc477f15c64b92a39e89fef3d13d6bdf9e.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.39657
20090802/0d2a8dd58a6ba2be48fbfa72e5fb6be0c7aa32c3.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.193254
20090802/0d38a22e59dc1adc3e4d28cc9dc76d8238cae87b.SystemSecurity C002-0973 20090802/85c0e55effa28926f2b62e7ab8923e783fadf9a2.SystemSecurity 0.447879
20090802/0d40ca3aaa016fb3bcfa326a1e60641c7b65c28d.Mydoom rejected 20090802/0d40ca3aaa016fb3bcfa326a1e60641c7b65c28d.Mydoom 0
20090802/0d45f0851483deb387cd4bc18965229d5901a4f9.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.109111
20090802/0d4ccdd8532eecb02ad8e086008a939aa2bd3a34.Magania C002-1200 20090802/976c0bdd830f81c6b2677c07673be1457e678ff1.Magania 0.417482
20090802/0d5cde836e14b14f29d6dd50bab1654d437a2b5f.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.37929
20090802/0d5f32e0fa4545386258e3ad652fdf3e9db67039.Tdss C002-0514 20090802/e5a57363c77cc6ed174d377dc40cf273c887b3d6.Tdss 0.360422
20090802/0d722a9bd6c32961405df51974f4357b09092f5a.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.539661
20090802/0d7ecd7a2a45a377015ddbad535f3b8b7e4f09ca.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107315
20090802/0d890d2fbc23161c051ec8268270a86c77432239.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.237822
20090802/0d960565adedf668a5e60b7864dc6cdec59e7a44.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107494
20090802/0db0aa32a0205f9037bd7e2c32e237ea4af37bce.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.210464
20090802/0db1289f002515a121aa6e1d1e7b7cb47528311d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104885
20090802/0db8416c607149948d18f59a7a70fef4bbd990ef.Virut C002-1133 20090802/0e5ae430cbb4d6f40d60119d1025875269a5b263.Agent 0.575152
20090802/0dbe0cb47ed8df191afe022cf98ad9314ffd6210.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.593227
20090802/0dd56cad88aa3335c6f1a133b81067feeb525fad.Texel rejected 20090802/0dd56cad88aa3335c6f1a133b81067feeb525fad.Texel 0.000111892
20090802/0dd5e63a3f171e4861ec6ea0a6b9390345fa3393.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.517252
20090802/0de89af99d899367f9cc4100635e21ed603cd9ca.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.541029
20090802/0df6bb21c518cd2605a190123a4f10f3e15d7f91.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.548659
20090802/0e000438aa3fb9904e12c87f2c92df99f46efdb8.Inject rejected 20090802/0e000438aa3fb9904e12c87f2c92df99f46efdb8.Inject 0
20090802/0e02bb0466fe5e1e26c0a93f946f7bfe6f5e7bcb.Krap C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.494168
20090802/0e0ba0928d08859476ba3cf99c8f7bc7df82e8a5.BHO rejected 20090802/0e0ba0928d08859476ba3cf99c8f7bc7df82e8a5.BHO 0.000241813
20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0
20090802/0e3297fd7c041dc5c11932da5ce393abf31d5afa.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.514701
20090802/0e4323483c66f3cebef0fdbf227958e5c6454d35.Agent rejected 20090802/3d3eb486f79b40adcb759c85daa7111f5fa20e89.Agent 0.360752
20090802/0e4e1c07a0ba06bf04e5565c1c9e5bc7de646844.NothingFound rejected 20090802/0e4e1c07a0ba06bf04e5565c1c9e5bc7de646844.NothingFound 0
20090802/0e5ae430cbb4d6f40d60119d1025875269a5b263.Agent C002-1133 20090802/0e5ae430cbb4d6f40d60119d1025875269a5b263.Agent 0.000298715
20090802/0e5e4014e36f9033ea941db960388e01aea15815.NothingFound rejected 20090802/0e5e4014e36f9033ea941db960388e01aea15815.NothingFound 0
20090802/0e6b2ce34a5d00e84829e4290504009a97c1a645.NothingFound rejected 20090802/0e6b2ce34a5d00e84829e4290504009a97c1a645.NothingFound 0
20090802/0e78e0329ce6dcd0014c560f039f25eb9b48b49c.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.230431
20090802/0e8b654531fc9642b58d0a7b65e5c7bd2ea1fc72.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.376463
20090802/0e9b989b99d55774237a68b8c592ef40b7cd4714.Swizzor C002-0803 20090802/bcd38bd8379c3ec67251405d1ef92b28553af644.Swizzor 0.571836
20090802/0ec5b24505d3698622e7299a5c58bc142fa1287a.NothingFound C002-1148 20090802/0ec5b24505d3698622e7299a5c58bc142fa1287a.NothingFound 0
20090802/0ec84c264ddbb9af307bbcbe2a4bf6d1b9cbcadb.Agent rejected 20090802/93ae2c8401261a45a578ad4cf0e727423c3d23c4.Agent 0.554375
20090802/0ed5adb346d348452d7523f7b2a14fb89f869be3.NothingFound rejected 20090802/0ed5adb346d348452d7523f7b2a14fb89f869be3.NothingFound 0
20090802/0ed975cb68c673f54199a71a764bb483a056d461.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.390736
20090802/0ee343b4c6b564a38549c9ac06d421e270a8a23d.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.221197
20090802/0eea2b783b227613a7eac74733e08955938ae26d.Hupigon C002-0001 20090802/7c353865cfc3c4d4c7eb7ee24360627d20fc0f1f.Hupigon 0.647917
20090802/0ef0ebdcdf400dc79b04b40fa1fa203497837564.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/0ef587eb5cbc2e821cf1df0b1c09b1776f05fbd5.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.23432
20090802/0efe77d1c547045437f71f886c778c2465e0fde2.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.11694
20090802/0f015316c0e7b3e6bbcab08fffc3cc9f454f01e3.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.519807
20090802/0f0222583cee8e541a3f79321517b2e5da06cfdc.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.523254
20090802/0f08365ab1850e9e867965711fbf643bddd4ce76.Sality rejected 20090802/0f08365ab1850e9e867965711fbf643bddd4ce76.Sality 0
20090802/0f0e77bf4ef8f55d29243844b2aa8efcc32736fe.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.504256
20090802/0f1426886f020bcfcc95ba216ceb5f9838f009b5.NothingFound C002-1066 20090802/0f1426886f020bcfcc95ba216ceb5f9838f009b5.NothingFound 0
20090802/0f4597342ed5e3cfd8a5835058c2951c25dbcf97.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.210948
20090802/0f577807e1bf5d9bd260ad25f96fad70aa6f7f29.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.187159
20090802/0f7a9041fdb80fc2cb093c914c6f00bba7409d2d.Swizzor C002-1191 20090802/6c55c80711e015fdeb2a54c291809dae0b2d2a45.Swizzor 0.50397
20090802/0f7c2d783dced1b54a54eb5df069b7d166aea877.Virut rejected 20090802/0f7c2d783dced1b54a54eb5df069b7d166aea877.Virut 0.000273731
20090802/0fb7a9411c4302da8a60540de226a33479a34c79.Udr C002-0337 20090802/0e3162c48a45b7bc2a89288e0d7d17e2417b48fb.Udr 0.524431
20090802/0fb96796e0678b42ecd5f2bb0750c87463dc82c3.TDSS rejected 20090802/0fb96796e0678b42ecd5f2bb0750c87463dc82c3.TDSS 0.000292746
20090802/0fc1c69062e4e278f4fa7e3f4297ad1795c1b6b3.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.52493
20090802/0fc3df3c35904511bdda0dd4cb39c5550b810916.Agent C002-1164 20090802/8429d98958f99d8b7eb3dc33412ceab84ae399d4.Virut 0.589708
20090802/0fd1a0b79329502b94b06af6eca3905082a37ceb.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.546055
20090802/0fe213c2a0cbee38ffa6344bb982bdb1fecce314.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.208662
20090802/0ff661021d6ab6dc546523635a0cfd39e3e8b6a9.Swizzor C002-1191 20090802/6c55c80711e015fdeb2a54c291809dae0b2d2a45.Swizzor 0.602078
20090802/101f0cb6ed26e5e7c95812e5bcc047fe72d1e86d.Vilsel C002-1133 20090802/0e5ae430cbb4d6f40d60119d1025875269a5b263.Agent 0.600202
20090802/10215d0ca587ead6a78bb18f3710cc00502efdb0.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/10341f80fdfe1f3e5450f0265289b74ded8232fd.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.515849
20090802/1055ade525b2cd103d10e99baa4043583a8def45.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.381109
20090802/1077ac8f85e7b288a0ec29230401dfec135761ee.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.105822
20090802/1098d4bc36249599ced7676d9b991a3d301d1df2.Texel rejected 20090802/1098d4bc36249599ced7676d9b991a3d301d1df2.Texel 0.00032561
20090802/10a4f180accbc68ea3cd14a6505d430b1436ba89.NothingFound C002-1134 20090802/b6c5074de9b7fb18df6ccb87fb2f74fe8f44c451.NothingFound 0.586978
20090802/113f3a62daf339cbc5ff5f6f75d281f566e53498.Hupigon rejected 20090802/113f3a62daf339cbc5ff5f6f75d281f566e53498.Hupigon 0.000344633
20090802/115cbc1f832943f7acccf6af21f06687fabd4fc5.Tdss C002-0514 20090802/e5a57363c77cc6ed174d377dc40cf273c887b3d6.Tdss 0.304998
20090802/119fbaee6e537f61144135a80ef8327441874fa4.Krap C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.463488
20090802/11a3b0eb06daa6c6fbaffd194d870ae5ade4eff7.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.382503
20090802/11b46d365a819da11d09889d1080d21b9769e1e3.NothingFound C002-0665 20090802/11b46d365a819da11d09889d1080d21b9769e1e3.NothingFound 0.000119812
20090802/11b7ffbd29a39341a29742d754396620adeea609.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.236919
20090802/11b9ffc0564f97463b6c80ae65e04a56651a9626.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.608957
20090802/11beda192c3d99769ff337f2258bf2e120db0377.Virut rejected 20090802/11beda192c3d99769ff337f2258bf2e120db0377.Virut 0.00027611
20090802/11c3d281a3a6ef587496dfbcc7c7fc89cf723c14.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.151164
20090802/11c7b7f9fc0124959c2e4bddd130e9ffe24761c5.Virut rejected 20090802/b9a1f0d3105fcfad0be165e8a1d1ba02b1fd0625.Virut 0.45134
20090802/11cebca9203dae30a04b9f9aece6b995cd8687c3.NothingFound C002-1184 20090802/b4a211e2b8e97a922e52a9b7beeee3bd4a4b69d7.NothingFound 0.333333
20090802/11da05e6e5229076e999f850f175d8d4130142d7.NothingFound rejected 20090802/11da05e6e5229076e999f850f175d8d4130142d7.NothingFound 0.000202135
20090802/11e3d77e034d325779717fdb8f1c241d6e350489.Virut rejected 20090802/11e3d77e034d325779717fdb8f1c241d6e350489.Virut 0
20090802/11e3e5fdc3341748226e1d2a30a571c9811043d1.NothingFound C002-1008 20090802/00c0646c7dfd55f704f0f81dfa9f900e3357abf6.NothingFound 0
20090802/11e7e8633c93ad849612ab90e78b32e28d80ac9d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104321
20090802/11f9ab121025d7cac6383dc9e53c874bfad14d1a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.270431
20090802/1219425ce5ae30e11bcc736e76e36bb0a564bb49.Tdss C002-0514 20090802/e5a57363c77cc6ed174d377dc40cf273c887b3d6.Tdss 0.428297
20090802/121ae63a6f41d8a3aca237151970db6e88815402.Swizzor C002-1191 20090802/34222ab3296a3e0cc9c95885f70cd3119833e3a0.Swizzor 0.505771
20090802/123a6baded6425bb68de0939e536560f6e5e2a9d.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.271413
20090802/1240f8cc71890d3fd08634a5f60786c0b4db5832.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.201606
20090802/1259ce87a2051462e595e5db3e574e9b36c40073.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.193463
20090802/126ded477ba7aff6c6fa9bec404b73f1f4962e8b.NothingFound C002-1098 20090802/126ded477ba7aff6c6fa9bec404b73f1f4962e8b.NothingFound 0
20090802/1280127198c50dc86b93cc5804939b6c50b25084.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.561396
20090802/1282763f442c1f502ecb550ccaa7e04c7bbb017d.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.355127
20090802/1288d739e3e3c0cb76377d5b68bd7567c65469fc.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.42893
20090802/12ac5ef4c09cd1d823d0963d0540e3b14c18426e.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.527976
20090802/12c5154f84c16cd4bbfa046ff9a664b2c0adf5a0.NetSky C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090802/132feef96b54768c53fe1fc3929bbed77dc0fa79.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115222
20090802/1353487db5606290d5717098f2c4a40a66226224.Huhk rejected 20090802/1353487db5606290d5717098f2c4a40a66226224.Huhk 0.000256133
20090802/13544a5721ecad302fc307f8b2145127a30f4063.NothingFound rejected 20090802/13544a5721ecad302fc307f8b2145127a30f4063.NothingFound 0
20090802/13545dfd61f437a3758a9f554bcf78251313b35c.Virut rejected 20090802/13545dfd61f437a3758a9f554bcf78251313b35c.Virut 2.80321e-05
20090802/139aa5a834fa762bb10133debc5576c48850528e.FraudLoad rejected 20090802/d4882d70f8197ee4c2f3e9dd1b3fdbff05931c2f.Virut 0.357947
20090802/13a5d3e14594161975055b6547b5bb1ee45b507f.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.382672
20090802/13b2cbd279a9fab5932fe9ed5a5c57d5730c7bb7.NothingFound C002-1148 20090802/922ce956335cb784ceaa83131d6f1d16be61d704.NothingFound 0.552916
20090802/13c08fdfeee2474ab18e791b1b60ad82218da709.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.559195
20090802/13c5dc3107a6faf1ec31e6000685dee0f9482842.Sality rejected 20090802/57dfe3bc3881031930112cedd1dceccc507858ce.Sality 0.561792
20090802/13e72dfbff1ff8df825e3db516aaae5303a44ce0.Fujack rejected 20090802/6ac560c01e54376f93a27427edf353c97539cbb6.Fujack 0.206581
20090802/13e8a667c2120228f9a3abf7c0f78219282e64eb.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.459153
20090802/141f2330742ae3ba267f98f9936a6d3499c3b7a8.Tdss rejected 20090802/b3266af9cf3430af8e13ac950041b466383ac64c.TDSS 0.516294
20090802/1425b2eac7f42a013aa141e0ff3bec79e5d32099.Agent rejected 20090802/1425b2eac7f42a013aa141e0ff3bec79e5d32099.Agent 0
20090802/14444b2fbaeba47575e256a1dffd79fc6e1216e2.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.374808
20090802/144d9bfbb00e1fa2d4703736480b7f608f43247d.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106013
20090802/1456f89d25958fbe06456960e18d840789864082.FraudLoad C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.499811
20090802/146fcc867f68e941545fc808b3416a647b7a9f71.Agent rejected 20090802/436684da482142fa691224f0cc8677322434860b.VB 0.465783
20090802/14805d8b95d039b9cbba593e914f6b0cb454af00.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/14932627eb5fee3c45f56422075dca67d012fef0.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.182651
20090802/14980aac77cc8a37028a0bfd1d26f5b33c9bbc4c.NothingFound C002-0546 20090802/14980aac77cc8a37028a0bfd1d26f5b33c9bbc4c.NothingFound 0
20090802/14a90348e7bb31ccd47136b67ee2fe2912feba80.LdPinch rejected 20090802/14a90348e7bb31ccd47136b67ee2fe2912feba80.LdPinch 0
20090802/14b7b4b863eeaae745b906893851ecfb6d5f8d22.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.524103
20090802/14c8d53c4677fa7406c52682b0a3b64b47fbd071.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.383681
20090802/14d7eaf1d93e46ced05a863994e18ad861198862.NothingFound C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.20189
20090802/14dd614e0919fcec909a0d3ea898e095b4e611cf.NothingFound rejected 20090802/14dd614e0919fcec909a0d3ea898e095b4e611cf.NothingFound 0
20090802/14e0e426549c67b121f6010cc753a79d26622d71.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.122658
20090802/14e95ed0762110866e75cf2353a9f3cfc64648c3.Sality rejected 20090802/14e95ed0762110866e75cf2353a9f3cfc64648c3.Sality 0.000202656
20090802/14ee00bd577ffbb5edc71c198ce523f6ba2d618b.VB C002-1148 20090802/14ee00bd577ffbb5edc71c198ce523f6ba2d618b.VB 0
20090802/151db5622673a145d5270406bea2dc6e4b2045cd.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.514289
20090802/1523432ed631a87e48f3060eed08fb0d031e89a3.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.215733
20090802/1526240f1d16aea96300c9abba0c22b4deaa23b2.Vaklik rejected 20090802/ced1d86808c5650b65b5b45de78793d8b34d6883.LdPinch 0.219668
20090802/1537fe8e4b27381dfb4a54649de8fef05f46524d.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.212817
20090802/153eb071cf855c9674c84d3d4675710abd03955a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.178601
20090802/155dd2c2c9849d5d628600ccd950e2cb66c6981a.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0919495
20090802/15760a42256a2e9c06ce053534bc4df1513a0c42.NothingFound C002-1134 20090802/8fe4c64650051e85aa857ab75bbb60e6f5cb80b7.NothingFound 0.512447
20090802/1599871d13786103e645c1f8ac553f0cd1abb50d.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.533182
20090802/15af6050b53284d93a7b3b750934d4242480de58.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.347552
20090802/15e76ccf1e5bd1c410dccaaadbe5567def7271e9.Lipler C002-0233 20090802/4cf23978218f1a0417eb0579ca59cf9fe52d6729.Lipler 0.570716
20090802/161f36d677c15b65ae5562631d52f96c2144be14.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.533182
20090802/163be3c50350d1ddeb4bd9e0598c101402b08e9b.QQRob rejected 20090802/163be3c50350d1ddeb4bd9e0598c101402b08e9b.QQRob 0.0003724
20090802/165043ed86f4c04dd322e8e43c6aadcb4cb7dc6e.DsBot C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.601266
20090802/167232e40fcc804623565a2c74a8ca2a17cbc672.VB C002-1148 20090802/43aaaac665d20e945fc3d9f3c7851b959219aaee.NothingFound 0.601061
20090802/16725e4bc87dc230aab129493f0e5d48c77c3fad.QDown rejected 20090802/16725e4bc87dc230aab129493f0e5d48c77c3fad.QDown 0.00027611
20090802/16789b42c9c74d3a6aaefa2de76c523c9bea0036.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.565035
20090802/167f52ada30ae929932d7651a6675160a33ba9e6.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.542722
20090802/1685560518fc89eece0be6f453d4dbb246d9be22.Virut C002-1184 20090802/1685560518fc89eece0be6f453d4dbb246d9be22.Virut 0
20090802/168772a285dd3c2385201b8927db63576eda64ca.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.119442
20090802/16a028ffed6adfbdbc21b22d83226dacfa7fa6d3.Swizzor C002-0803 20090802/dda444304ceb1818ba0e5c3a5f1caa6e18f9498e.Swizzor 0.56521
20090802/16a64eeb54a49adf9608e2206db5aedc22038a09.Tdss C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
20090802/16a752bc752f0051d931e7cb70d5aa818409fbe0.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.522323
20090802/16afe63a3230122ad1ee9fb7fb8f7cf08d55bbf7.VBNA rejected 20090802/16afe63a3230122ad1ee9fb7fb8f7cf08d55bbf7.VBNA 5.60648e-05
20090802/16b3bed27bf78ad22ee89867e0c9b3b8b8c0fa6a.NothingFound C002-1134 20090802/74659c4254eeeae0714a7ce0b8f23ca68176fc0d.NothingFound 0.610108
20090802/16b5b543ddd43f35b6261cc4d58bbf7ae2518c5a.NothingFound rejected 20090802/16b5b543ddd43f35b6261cc4d58bbf7ae2518c5a.NothingFound 0
20090802/16b764bc1a08b94c5a21022526d621e821b2f577.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.524656
20090802/16c394b315bdb51a95e3797f43d00f652c6864a4.Swizzor C002-0803 20090802/a701016b96cf4877cea15d07be6fce86605cc314.Swizzor 0.567071
20090802/16c54150f7eade2b57bed3521e084faeed0961f1.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.393846
20090802/16d2c1bed1022f977b16442641d6e5fd8967a319.Agent rejected 20090802/16d2c1bed1022f977b16442641d6e5fd8967a319.Agent 0.000112314
20090802/16e6ad1111a7912d33cbabb8678773f5bf40513d.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.524656
20090802/16f10b40e6aa75c8bcec46906e431d80710766b2.FraudLoad C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.556499
